27-02-2020 23.52;;11,107;MWh;457,072;M3;10800;h;59,6;c;28,6;c;0,9;kW;26;l/h;0;;0;;31,849;MWh;20,741;MWh;0;;0;;280;d;IZAR Plus Portal
27-02-2020 23.41;;15,344;MWh;698,433;M3;14136;h;63,9;c;50,7;c;2,8;kW;184;l/h;0;;0;;50,147;MWh;34,803;MWh;0;;0;;141;d;IZAR Plus Portal
27-02-2020 23.57;;15,874;MWh;435,518;M3;12600;h;61,1;c;27,2;c;1,9;kW;50;l/h;0;;0;;29,636;MWh;13,762;MWh;0;;0;;205;d;IZAR Plus Portal
27-02-2020 23.56;;14,382;MWh;481,382;M3;12288;h;58,3;c;27,9;c;2;kW;58;l/h;0;;0;;30,931;MWh;16,549;MWh;0;;0;;218;d;IZAR Plus Portal
27-02-2020 23.37;;1,022;MWh;50,565;M3;3192;h;51,2;c;34,4;c;0,2;kW;11;l/h;0;;0;;3,049;MWh;2,027;MWh;0;;0;;417;d;IZAR Plus Portal
27-02-2020 23.59;;13,88;MWh;590,239;M3;11592;h;63,2;c;34,7;c;2,1;kW;63;l/h;0;;0;;43,308;MWh;29,43;MWh;0;;0;;247;d;IZAR Plus Portal
27-02-2020 23.57;;16,162;MWh;454,741;M3;11928;h;63,2;c;32,3;c;2,5;kW;72;l/h;0;;0;;30,927;MWh;14,764;MWh;0;;0;;233;d;IZAR Plus Portal
27-02-2020 23.29;;12,919;MWh;369,458;M3;12336;h;64,1;c;39,1;c;2,2;kW;77;l/h;0;;0;;26,22;MWh;13,3;MWh;0;;0;;216;d;IZAR Plus Portal
27-02-2020 23.32;;14,348;MWh;423,469;M3;12144;h;62,9;c;34,7;c;5,3;kW;189;l/h;0;;0;;29,182;MWh;14,833;MWh;0;;0;;224;d;IZAR Plus Portal
27-02-2020 23.29;;15,048;MWh;362,566;M3;14136;h;63,4;c;25,1;c;1,3;kW;29;l/h;0;;0;;26,1;MWh;11,051;MWh;0;;0;;141;d;IZAR Plus Portal
27-02-2020 23.29;;9,178;MWh;383,613;M3;10800;h;61,4;c;51,1;c;0;kW;0;l/h;0;;0;;27,677;MWh;18,498;MWh;0;;0;;280;d;IZAR Plus Portal
27-02-2020 23.56;;2,198;MWh;100,109;M3;3048;h;56,5;c;41,3;c;0,9;kW;54;l/h;0;;0;;6,428;MWh;4,229;MWh;0;;0;;417;d;IZAR Plus Portal
27-02-2020 23.52;;13,456;MWh;433,039;M3;11640;h;63;c;22,8;c;1,5;kW;33;l/h;0;;0;;31,543;MWh;18,087;MWh;0;;0;;245;d;IZAR Plus Portal
27-02-2020 23.34;;10,725;MWh;363,902;M3;13128;h;64,6;c;50,2;c;1,9;kW;115;l/h;0;;0;;26,14;MWh;15,414;MWh;0;;0;;183;d;IZAR Plus Portal
27-02-2020 23.55;;10,452;MWh;326,162;M3;12408;h;63,3;c;23,9;c;1,6;kW;35;l/h;0;;0;;24,04;MWh;13,588;MWh;0;;0;;213;d;IZAR Plus Portal
27-02-2020 23.54;;11,409;MWh;348,483;M3;14112;h;60,1;c;26,5;c;0,2;kW;5;l/h;0;;0;;23,739;MWh;12,329;MWh;0;;0;;142;d;IZAR Plus Portal
27-02-2020 23.56;;9,483;MWh;368,167;M3;9816;h;63,7;c;48,3;c;2,2;kW;127;l/h;0;;0;;25,974;MWh;16,491;MWh;0;;0;;321;d;IZAR Plus Portal
27-02-2020 23.29;;11,254;MWh;332,576;M3;9936;h;61,8;c;39,1;c;1,9;kW;75;l/h;0;;0;;22,169;MWh;10,915;MWh;0;;0;;316;d;IZAR Plus Portal
